type;price;priсePerEarthsquare;houseSquare;earthSquare;floors;place;URL
cottage;78000000;197468;395;22.3;4;Калужское шоссе;https://www.cian.ru/sale/suburban/248884179/
cottage;88500000;305172;290;17.58;2;Киевское шоссе;https://www.cian.ru/sale/suburban/256413509/
cottage;97007894;195976;495;20.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/238388603/
house;65655917;76755;855.4;20.1;2;Киевское шоссе;https://www.cian.ru/sale/suburban/249971632/
cottage;33500000;97101;345;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264321673/
cottage;42800000;58231;735;24.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/264886768/
cottage;72000000;128571;560;30.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262526633/
cottage;240708120;240708;1000;95.57;2;Калужское шоссе;https://www.cian.ru/sale/suburban/238387572/
house;18900000;78750;240;8.5;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262057642/
cottage;28500000;135714;210;8.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/258985987/
cottage;31500000;143182;220;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264177783/
house;50000000;83333;600;24.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262056618/
cottage;115000000;266204;432;32.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/248884760/
cottage;60000000;40027;1499;16.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/264886766/
cottage;100600779;201202;500;13.6;4;Калужское шоссе;https://www.cian.ru/sale/suburban/257088244/
cottage;129343859;155836;830;50.09;3;Калужское шоссе;https://www.cian.ru/sale/suburban/256058763/
cottage;28500000;135714;210;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/258856847/
house;52300000;174333;300;17.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/256820624/
cottage;17100000;132148;129.4;12.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/264886761/
cottage;33500000;115517;290;10.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/265244567/
house;88500000;305172;290;19.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/255628795/
cottage;93400000;83133;1123.5;44.72;;Киевское шоссе;https://www.cian.ru/sale/suburban/264886764/
cottage;94600000;255676;370;14.0;3;Дмитровское шоссе;https://www.cian.ru/sale/suburban/242709129/
cottage;395217350;142678;2770;50.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262526628/
cottage;25000000;40984;610;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/238189461/
cottage;100000000;222222;450;15.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/259399905/
cottage;119999990;200000;600;15.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/259763779/
cottage;185000000;92500;2000;52.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265383966/
cottage;215000000;366894;586;17.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264459998/
house;49000000;136872;358;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262772217/
house;24700000;73952;334;6.25;3;Калужское шоссе;https://www.cian.ru/sale/suburban/258034604/
house;59000000;173529;340;27.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/229676975/
cottage;135000000;300000;450;20.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/254419000/
house;32000000;94118;340;12.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264097489/
cottage;52000000;148571;350;30.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/261474065/
house;59800000;108727;550;29.0;2;Симферопольское шоссе;https://www.cian.ru/sale/suburban/265028384/
cottage;96400000;251042;384;14.0;3;Алтуфьевское шоссе;https://www.cian.ru/sale/suburban/242842439/
house;198000000;198000;1000;21.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264575462/
house;215000000;371972;578;17.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263375128/
cottage;1077865499;588355;1832;159.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/251329331/
house;27700000;50364;550;12.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262035890/
cottage;27700000;37636;736;11.7;3;Калужское шоссе;https://www.cian.ru/sale/suburban/250585849/
cottage;65000000;127476;509.9;27.39;2;Киевское шоссе;https://www.cian.ru/sale/suburban/262058432/
house;83000000;163708;507;26.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263286327/
house;99950000;222111;450;10.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/262947713/
cottage;107786549;149704;720;20.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/258531920/
house;4990000;19192;260;13.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/261929327/
cottage;16500000;68750;240;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263882647/
cottage;17000000;89474;190;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264971619/
house;46000000;153333;300;14.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/260600223/
cottage;125000000;157629;793;27.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/265383967/
cottage;198000000;198000;1000;25.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/216030846/
cottage;370000000;411111;900;21.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264988041/
cottage;400000000;760456;526;40.0;2;;https://www.cian.ru/sale/suburban/263641226/
house;50000000;105485;474;9.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/197313938/
cottage;119990000;122065;983;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264892958/
house;260000000;360610;721;26.27;3;Киевское шоссе;https://www.cian.ru/sale/suburban/259886134/
house;9000000;46392;194;18.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/257357568/
house;13800000;74595;185;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/263221598/
cottage;39000000;67241;580;10.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264972407/
cottage;55000000;157143;350;9.6;3;Калужское шоссе;https://www.cian.ru/sale/suburban/261072147/
house;89000000;96216;925;63.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/261484639/
house;90000000;103448;870;34.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/262056292/
house;110000000;178862;615;24.9;2;Минское шоссе;https://www.cian.ru/sale/suburban/264281001/
cottage;395217349;218715;1807;100.0;4;Ленинградское шоссе;https://www.cian.ru/sale/suburban/264756299/
cottage;8980000;89800;100;7.0;1;Калужское шоссе;https://www.cian.ru/sale/suburban/263445330/
house;12900000;61429;210;6.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264790582/
house;15700000;130833;120;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265269186/
house;18500000;92500;200;9.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/263451372/
cottage;19000000;74510;255;10.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263883858/
cottage;22000000;81481;270;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264970888/
house;25000000;100000;250;10.6;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264024135/
house;25700000;128500;200;17.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262183074/
house;27900000;91776;304;9.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/218387719/
house;34000000;80000;425;16.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/263904849/
house;35000000;116667;300;12.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264343702/
cottage;38135599;151332;252;12.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/252323830/
house;39000000;130000;300;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/251349055/
house;59300000;247083;240;4.5;3;Киевское шоссе;https://www.cian.ru/sale/suburban/261349079/
cottage;70199583;203950;344.2;13.0;;Минское шоссе;https://www.cian.ru/sale/suburban/249698716/
cottage;73500000;96966;758;35.2;3;Варшавское шоссе;https://www.cian.ru/sale/suburban/238894791/
house;75000000;109170;687;12.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/255453394/
house;86025738;285895;300.9;13.42;2;Минское шоссе;https://www.cian.ru/sale/suburban/265211531/
house;99800000;188302;530;23.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/234835910/
house;99000000;169231;585;15.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/260141778/
cottage;105000000;212121;495;14.0;3;Минское шоссе;https://www.cian.ru/sale/suburban/246052592/
house;115000000;266204;432;32.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/229141793/
cottage;119999000;125522;956;31.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/253692249/
cottage;125000000;156250;800;27.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/258866015/
cottage;179644249;285150;630;25.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/263390933/
house;190000000;171946;1105;30.0;;Варшавское шоссе;https://www.cian.ru/sale/suburban/262113986/
cottage;260000000;360610;721;26.27;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263275751/
cottage;497186772;2716868;183;12.31;2;;https://www.cian.ru/sale/suburban/234734198/
cottage;600000000;437956;1370;20.0;4;;https://www.cian.ru/sale/suburban/263624049/
house;19600000;81667;240;9.0;2;Варшавское шоссе;https://www.cian.ru/sale/suburban/262057643/
cottage;21000000;37975;553;16.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/255949876/
house;30500000;136161;224;8.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/261484638/
house;32000000;110345;290;12.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/259825558/
house;51000000;143662;355;25.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262676490/
house;65000000;120370;540;15.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/262105078/
house;67000000;145652;460;15.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/243647823/
cottage;150000000;157895;950;30.0;3;Симферопольское шоссе;https://www.cian.ru/sale/suburban/261426143/
house;199000000;762452;261;7.5;2;Дмитровское шоссе;https://www.cian.ru/sale/suburban/261993111/
house;11900000;86861;137;10.5;1;Киевское шоссе;https://www.cian.ru/sale/suburban/258907704/
house;13000000;72222;180;9.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264986354/
house;14700000;73500;200;20.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259085939/
cottage;15200000;98701;154;4.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264549087/
cottage;17900000;74583;240;8.7;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263883634/
house;28000000;92409;303;8.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/164990390/
cottage;30800000;36667;840;43.13;3;Калужское шоссе;https://www.cian.ru/sale/suburban/237600760/
house;34500000;77354;446;16.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/262166021/
house;44000000;73826;596;23.23;;Калужское шоссе;https://www.cian.ru/sale/suburban/240294870/
house;46000000;139394;330;14.0;;Боровское шоссе;https://www.cian.ru/sale/suburban/259493127/
house;50000000;104167;480;24.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/223638970/
house;52601201;162852;323;14.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/265000217/
house;63000000;124752;505;10.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/233816536/
house;69000000;125455;550;15.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/259186986/
house;100000000;144928;690;20.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/234677515/
house;100000000;133333;750;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/255195435/
cottage;154494054;190733;810;30.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259902034/
cottage;237130409;403970;587;25.89;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263707610/
cottage;1077865499;1796442;600;64.0;;Сколковское шоссе;https://www.cian.ru/sale/suburban/260461136/
cottage;8600000;71607;120.1;6.22;;Калужское шоссе;https://www.cian.ru/sale/suburban/263422930/
house;9900000;99000;100;5.5;2;;https://www.cian.ru/sale/suburban/264072998/
cottage;10700000;59444;180;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264192765/
house;17400000;64444;270;7.0;2;Варшавское шоссе;https://www.cian.ru/sale/suburban/263078971/
house;28000000;93333;300;8.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/237261778/
house;29990000;57673;520;14.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/258356066/
house;39000000;100000;390;10.75;3;Боровское шоссе;https://www.cian.ru/sale/suburban/262057625/
cottage;50000000;106383;470;25.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/253867450/
house;50000000;59524;840;51.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/264274860/
house;59000000;56950;1036;30.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/239274609/
house;97000000;161667;600;20.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/262063501/
cottage;107786549;149704;720;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/229037272/
house;120000000;171429;700;95.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/158158079/
house;122158000;142044;860;21.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262988298/
cottage;179440000;313159;573;15.0;4;Куркинское шоссе;https://www.cian.ru/sale/suburban/262080513/
house;3700000;41111;90;5.0;2;Варшавское шоссе;https://www.cian.ru/sale/suburban/256001408/
house;3800000;54286;70;5.0;2;Варшавское шоссе;https://www.cian.ru/sale/suburban/261776974/
house;10799000;95145;113.5;3.6;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265337178/
cottage;12000000;48000;250;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265298501/
house;12550000;56430;222.4;10.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/259496521/
cottage;13000000;106557;122;4.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/264290565/
house;16000000;91954;174;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/258906598/
house;16500000;55649;296.5;11.4;2;Киевское шоссе;https://www.cian.ru/sale/suburban/261955659/
house;18000000;111111;162;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264540158/
cottage;19340000;107444;180;4.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262023895/
house;20600000;85833;240;9.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262043554/
cottage;23500000;75806;310;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/265114220/
cottage;24000000;80000;300;16.0;2;Симферопольское шоссе;https://www.cian.ru/sale/suburban/260802510/
cottage;25000000;89190;280.3;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/253645124/
house;28730000;51645;556.3;12.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/255628793/
house;33600000;81553;412;12.5;3;Киевское шоссе;https://www.cian.ru/sale/suburban/265330541/
cottage;34900000;116333;300;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261777243/
house;37500000;83333;450;10.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/253215446/
house;38000000;118750;320;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264479396/
house;40000000;84211;475;12.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264086102/
house;40000000;76923;520;15.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/264529379/
house;43500000;140323;310;9.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264479393/
cottage;45689000;105517;433;23.23;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261014756/
house;47000000;97917;480;17.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/237856797/
cottage;47500000;262431;181;4.7;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265050768/
house;52601201;213913;245.9;13.91;2;Минское шоссе;https://www.cian.ru/sale/suburban/265211532/
cottage;53893274;132091;408;12.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/254979698/
house;54000000;124138;435;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264479395/
cottage;55125000;76669;719;20.8;2;Калужское шоссе;https://www.cian.ru/sale/suburban/223989811/
cottage;55000000;70513;780;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264529372/
cottage;58500000;56467;1036;30.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/256891643/
house;65000000;216667;300;16.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262795210/
cottage;65000000;138298;470;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264433139/
house;69000000;93117;741;29.6;4;Калужское шоссе;https://www.cian.ru/sale/suburban/262795220/
cottage;69900000;110952;630;12.0;3;;https://www.cian.ru/sale/suburban/244123028/
house;70000000;139721;501;21.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264019588/
cottage;71857699;287431;250;12.2;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259902029/
cottage;73605000;85787;858;31.74;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261014757/
cottage;73500000;96966;758;35.2;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261014754/
cottage;84000000;155556;540;20.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265224189/
house;90000000;120000;750;24.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262795228/
house;117000000;296954;394;8.6;3;Боровское шоссе;https://www.cian.ru/sale/suburban/265223892/
cottage;143715399;151279;950;45.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/259131784/
house;180000000;155709;1156;100.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/263280429/
cottage;190000000;223529;850;50.0;3;Минское шоссе;https://www.cian.ru/sale/suburban/263390927/
house;200000000;221729;902;30.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/257581431/
house;200000000;243902;820;100.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/262058425/
house;301802339;520349;580;16.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265081589/
house;610790449;333583;1831;15.0;3;Рублево-Успенское шоссе;https://www.cian.ru/sale/suburban/228101189/
house;9500000;40426;235;14.6;;Калужское шоссе;https://www.cian.ru/sale/suburban/152150392/
house;10000000;66667;150;15.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/265339232/
house;13975000;77639;180;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/263635374/
house;14000000;77778;180;4.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263801963/
house;15300000;127500;120;4.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/264690417/
house;15500000;93939;165;7.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264270782/
house;17490000;53000;330;15.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/261609084/
house;18500000;66071;280;13.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264255956/
house;18900000;78750;240;8.3;;Калужское шоссе;https://www.cian.ru/sale/suburban/263116999/
house;18900000;78750;240;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/262918921/
house;20600000;85833;240;9.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/260018767/
house;21500000;143333;150;5.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/260206032/
house;23500000;75806;310;12.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/264281931/
house;24000000;60000;400;10.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/263754702/
house;24000000;100000;240;28.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262644032/
house;25000000;83333;300;10.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/263314484/
house;25000000;79618;314;6.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/265048258/
house;25000000;82781;302;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/238185621/
house;24900000;99600;250;9.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264383781/
house;25500000;85000;300;12.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263106320/
house;26000000;61466;423;13.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/261732507/
house;26900000;114957;234;7.5;3;Калужское шоссе;https://www.cian.ru/sale/suburban/258022229/
cottage;28000000;52045;538;27.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265224114/
house;28000000;93333;300;8.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/238345083/
cottage;27900000;91475;305;9.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/257760276/
house;28500000;135714;210;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/251545087/
house;29500000;103509;285;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/250971040/
house;30000000;100000;300;16.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/258458006/
house;30590000;76475;400;12.8;;Киевское шоссе;https://www.cian.ru/sale/suburban/248513791/
house;30500000;136161;224;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/262734150/
house;31000000;77500;400;12.7;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265214556/
house;32000000;61069;524;10.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/152150048/
house;32000000;91429;350;20.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/264884304/
house;32000000;88203;362.8;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/255628794/
house;32500000;104839;310;16.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/262166023/
house;33000000;92958;355;11.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/229448809/
house;34200000;114000;300;8.0;;Боровское шоссе;https://www.cian.ru/sale/suburban/262715475/
house;34500000;138000;250;20.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264174860/
house;34900000;74255;470;12.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/264352314/
house;34900000;167788;208;6.2;;Калужское шоссе;https://www.cian.ru/sale/suburban/233816534/
house;35000000;123675;283;15.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/238860845/
house;35900000;178607;201;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262734153/
house;36000000;163117;220.7;12.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/259494829/
house;37000000;119355;310;22.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259269642/
house;37000000;74000;500;15.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/239678924/
house;37500000;96154;390;10.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/236253215/
house;37240000;78898;472;7.3;;Киевское шоссе;https://www.cian.ru/sale/suburban/247716222/
house;37828500;75446;501.4;8.29;2;Киевское шоссе;https://www.cian.ru/sale/suburban/249971627/
house;38000000;126667;300;17.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264577272/
house;40000000;85106;470;8.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/263637558/
house;40000000;123077;325;15.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/184111045/
house;39900000;211111;189;6.2;;Калужское шоссе;https://www.cian.ru/sale/suburban/246007542/
house;39900000;199500;200;6.2;2;Киевское шоссе;https://www.cian.ru/sale/suburban/243239111/
house;40000000;87336;458;15.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/249779477/
house;40795053;118518;344.21;12.96;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368577/
house;41500000;93891;442;12.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264877398/
house;43500000;140323;310;9.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/265191731/
house;43500000;140323;310;9.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/258944868/
house;43199268;125579;344;13.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368593/
cottage;45000000;101925;441.5;13.2;3;Боровское шоссе;https://www.cian.ru/sale/suburban/264887241/
house;45000000;90000;500;8.16;3;Калужское шоссе;https://www.cian.ru/sale/suburban/256795522/
house;45000000;155119;290.1;15.3;2;Киевское шоссе;https://www.cian.ru/sale/suburban/257506087/
house;45000000;95137;473;11.6;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262722809/
house;45000000;85034;529.2;19.2;3;Киевское шоссе;https://www.cian.ru/sale/suburban/236857137/
house;45689000;76659;596;23.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/239004806/
house;46000000;153333;300;14.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263699705/
cottage;46953402;130687;359.28;14.01;;Киевское шоссе;https://www.cian.ru/sale/suburban/256058774/
house;47500000;263889;180;5.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265274391/
house;49000000;65333;750;21.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/250514583/
house;50000000;104167;480;10.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/257731497/
cottage;50000000;100000;500;12.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265224153/
house;50000000;104167;480;24.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259900549/
house;50000000;98309;508.6;14.6;4;Калужское шоссе;https://www.cian.ru/sale/suburban/243005868/
cottage;50000000;62500;800;70.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/265224135/
house;52000000;226087;230;30.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/262110598/
house;52500000;95455;550;17.3;3;Калужское шоссе;https://www.cian.ru/sale/suburban/257044874/
house;52500000;125000;420;16.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/263630814/
house;53380355;165264;323;14.56;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368605/
house;53980654;156921;344;12.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368591/
house;54000000;106299;508;30.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/265374592/
house;54667398;163675;334;12.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368612/
house;54421860;158203;344;12.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368590/
house;54800000;274000;200;15.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264980187/
house;54500000;134568;405;65.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265269092/
cottage;55000000;220000;250;21.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/263653498/
house;55000000;85938;640;22.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/239046104/
house;55000000;189655;290;8.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/265368421/
house;55149491;165118;334;13.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368611/
house;55000000;105769;520;15.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/261849625/
house;55000000;111111;495;18.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/264018741/
house;55000000;96831;568;10.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/262792037/
cottage;55000000;82956;663;22.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265224389/
house;55000000;213178;258;6.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/229467167/
house;54874420;127615;430;13.65;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368618/
house;56496392;169151;334;14.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368609/
house;56000000;134940;415;17.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/256891790/
house;56947658;158629;359;16.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368595/
house;57416171;162652;353;13.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368616/
house;57125650;159124;359;14.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368594/
house;58000000;290000;200;4.55;3;Киевское шоссе;https://www.cian.ru/sale/suburban/259195756/
house;58348309;162530;359;15.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368592/
